frame_num;frame_epoch_time;ip_src;tcp_srcport;ip_ttl;ip_id;DF;tcp_tsval;tcp_seq;tcp_flags;tcp_stream;payload_len
10619;1573528805.596369;171.34.179.128;47880;47;0x00008270;1;2298875658.0;3775302783;0x00000002;155;0
10622;1573528807.599802;171.34.179.128;47880;47;0x00008271;1;2298876159.0;3775302783;0x00000002;155;0
10631;1573528819.49992;211.97.18.209;47108;48;0x00003883;1;2298878440.0;3842515307;0x00000002;156;0
10639;1573528822.824378;171.34.179.128;54608;47;0x0000762a;1;2298879975.0;622291405;0x00000002;157;0
10641;1573528823.818165;171.34.179.128;54608;47;0x0000762b;1;2298880225.0;622291405;0x00000002;157;0
10668;1573529005.495704;119.163.31.223;49914;48;0x0000e0ba;1;2298924941.0;2687577911;0x00000002;162;0
10670;1573529006.49545;119.163.31.223;49914;48;0x0000e0bb;1;2298925191.0;2687577911;0x00000002;162;0
10676;1573529008.49991;119.163.31.223;49914;48;0x0000e0bc;1;2298925692.0;2687577911;0x00000002;162;0
10687;1573529027.4646258;119.163.31.223;59232;48;0x0000184a;1;2298930431.0;3176725685;0x00000002;165;0
10701;1573529099.064745;112.66.106.15;36934;48;0x0000da6b;1;2298950880.0;3565350539;0x00000002;166;0
10703;1573529100.0430188;112.66.106.15;36934;48;0x0000da6c;1;2298951130.0;3565350539;0x00000002;166;0
13384;1573529156.4586692;112.66.106.15;53640;48;0x00000c54;1;2298965121.0;4171786196;0x00000002;200;0
13391;1573529168.024694;112.66.106.15;56854;50;0x00008608;1;2298968122.0;2450649933;0x00000002;202;0
16139;1573529583.4088283;113.200.72.194;50798;48;0x0000c5a7;1;2299071981.0;3183986762;0x00000002;249;0
16144;1573529593.8444037;113.200.72.194;55816;48;0x000047fb;1;2299074584.0;1542414307;0x00000002;250;0
18839;1573529816.301136;124.90.52.208;49764;48;0x0000b4c8;1;2299131261.0;4022944181;0x00000002;286;0
18841;1573529817.286275;124.90.52.208;49764;48;0x0000b4c9;1;2299131512.0;4022944181;0x00000002;286;0
18854;1573529828.2322028;124.90.52.208;53112;48;0x00008494;1;2299134246.0;2460452274;0x00000002;288;0
18858;1573529829.230218;124.90.52.208;53112;48;0x00008495;1;2299134496.0;2460452274;0x00000002;288;0
18893;1573529912.897814;124.235.138.135;34590;47;0x000083eb;1;2299154359.0;1490996316;0x00000002;293;0
18904;1573529923.177096;124.235.138.135;39878;47;0x00002a5c;1;2299156929.0;2334618525;0x00000002;295;0
18907;1573529924.1756382;124.235.138.135;39878;47;0x00002a5d;1;2299157179.0;2334618525;0x00000002;295;0
24357;1573530362.3841708;36.32.3.128;41696;47;0x0000b1c2;1;2299267801.0;1637071643;0x00000002;372;0
24359;1573530363.379854;36.32.3.128;41696;47;0x0000b1c3;1;2299268051.0;1637071643;0x00000002;372;0
27140;1573530827.2253158;110.177.77.167;41372;47;0x0000829c;1;2299380954.0;962020934;0x00000002;417;0
27142;1573530827.238053;110.177.77.167;41386;47;0x0000cea9;1;2299380956.0;958859893;0x00000002;418;0
27147;1573530828.2263482;110.177.77.167;41372;47;0x0000829d;1;2299381204.0;962020934;0x00000002;417;0
29901;1573531064.6235642;171.34.178.116;37328;47;0x00001d1f;1;2299443360.0;264807871;0x00000002;463;0
29908;1573531074.9418259;171.34.178.116;42604;47;0x00003e4b;1;2299445939.0;819657976;0x00000002;464;0
29914;1573531080.5232;171.34.178.116;45592;47;0x0000a932;1;2299447334.0;629498132;0x00000002;465;0
29928;1573531096.057471;112.66.108.82;45378;48;0x00002f98;1;2299448154.0;213574850;0x00000002;466;0
32657;1573531308.001197;111.224.234.229;59368;49;0x0000bb03;1;2299520377.0;1276665466;0x00000002;509;0
32659;1573531308.3533309;111.224.234.229;59516;47;0x00004d16;1;2299520458.0;3680413916;0x00000002;510;0
32661;1573531308.997809;111.224.234.229;59368;49;0x0000bb04;1;2299520627.0;1276665466;0x00000002;509;0
32663;1573531309.353598;111.224.234.229;59516;47;0x00004d17;1;2299520708.0;3680413916;0x00000002;510;0
32671;1573531310.8634279;118.81.4.115;60852;48;0x00003f87;1;2299521089.0;2727466950;0x00000002;511;0
9121;1573532539.662318;58.248.204.19;36654;48;0x00001830;1;2299811116.0;3000454428;0x00000002;162;0
9137;1573532646.3423321;118.81.225.167;37426;48;0x00005727;1;2299835748.0;2307908163;0x00000002;165;0
9144;1573532661.700401;116.252.2.114;45224;49;0x00000f62;1;2299839588.0;2665335558;0x00000002;166;0
9147;1573532662.698673;116.252.2.114;45224;49;0x00000f63;1;2299839838.0;2665335558;0x00000002;166;0
9153;1573532664.2414439;116.252.2.114;46032;49;0x0000476a;1;2299840223.0;3883696565;0x00000002;167;0
9156;1573532665.238216;116.252.2.114;46032;49;0x0000476b;1;2299840473.0;3883696565;0x00000002;167;0
9159;1573532667.244358;116.252.2.114;46032;49;0x0000476c;1;2299840974.0;3883696565;0x00000002;167;0
14574;1573533147.636976;211.97.22.206;34002;48;0x00002e8d;1;2299964280.0;1870562805;0x00000002;248;0
14579;1573533157.9831161;211.97.22.206;38772;48;0x0000fc49;1;2299966866.0;3483650523;0x00000002;249;0
17493;1573534327.806275;150.255.84.38;36218;47;0x0000eaad;1;2300259316.0;2284306777;0x00000002;319;0
17498;1573534329.538292;182.138.163.9;53010;49;0x00004a8a;1;2300257973.0;46492735;0x00000002;320;0
17500;1573534330.404419;182.138.163.9;53522;47;0x00008023;1;2300258187.0;700819368;0x00000002;321;0
17502;1573534330.536072;182.138.163.9;53010;49;0x00004a8b;1;2300258223.0;46492735;0x00000002;320;0
17518;1573534338.1266131;150.255.84.38;43934;47;0x00001326;1;2300261899.0;1549477165;0x00000002;322;0
32;1573535398.6275032;183.184.26.15;38304;48;0x0000f6b3;1;2300527030.0;1943385861;0x00000002;9;0
37;1573535408.9535718;183.184.26.15;43650;48;0x0000e5b9;1;2300529613.0;3629231732;0x00000002;10;0
51;1573535451.107206;111.224.248.26;36966;49;0x00007f1a;1;2300540158.0;3204975588;0x00000002;12;0
56;1573535452.165745;124.90.55.29;56376;48;0x0000cc6b;1;2300538599.0;969908876;0x00000002;13;0
58;1573535453.156592;124.90.55.29;56376;48;0x0000cc6c;1;2300538849.0;969908876;0x00000002;13;0
61;1573535455.156643;124.90.55.29;56376;48;0x0000cc6d;1;2300539350.0;969908876;0x00000002;13;0
69;1573535461.559303;111.224.248.26;42540;49;0x0000d708;1;2300542771.0;1780656187;0x00000002;14;0
87;1573535473.632992;221.213.75.155;34958;47;0x0000140f;1;2300543963.0;2511574996;0x00000002;15;0
89;1573535474.630961;221.213.75.155;34958;47;0x00001410;1;2300544213.0;2511574996;0x00000002;15;0
357;1573536775.716481;58.248.203.198;52598;48;0x0000e7ba;1;2300870285.0;1696897335;0x00000002;70;0
362;1573536777.999062;175.152.28.184;37790;48;0x0000e01e;1;2300868661.0;678598699;0x00000002;71;0
364;1573536778.9992442;175.152.28.184;37790;48;0x0000e01f;1;2300868911.0;678598699;0x00000002;71;0
367;1573536780.996536;175.152.28.184;37790;48;0x0000e020;1;2300869412.0;678598699;0x00000002;71;0
370;1573536785.015198;175.152.28.184;37790;48;0x0000e021;1;2300870414.0;678598699;0x00000002;71;0
374;1573536791.0011652;123.163.114.174;60324;47;0x0000c4cd;1;2300874107.0;2873051574;0x00000002;72;0
443;1573536996.0731618;124.90.55.105;57616;48;0x00001dce;1;2300922586.0;4081211156;0x00000002;89;0
448;1573536997.065911;124.90.55.105;57616;48;0x00001dcf;1;2300922836.0;4081211156;0x00000002;89;0
483;1573537012.819009;124.90.55.105;38402;48;0x00006c3a;1;2300926773.0;2861774607;0x00000002;101;0
618;1573537616.969379;123.145.8.78;53920;48;0x0000c5b4;1;2301080416.0;2373940948;0x00000002;139;0
628;1573537627.800928;123.145.8.78;34862;48;0x000044ce;1;2301083119.0;3368679713;0x00000002;141;0
660;1573537881.076207;113.128.104.3;36950;47;0x00000a64;1;2301146444.0;1356185384;0x00000002;146;0
662;1573537882.074222;113.128.104.3;36950;47;0x00000a65;1;2301146694.0;1356185384;0x00000002;146;0
670;1573537893.791457;113.128.104.3;44820;49;0x00004964;1;2301149618.0;1228310742;0x00000002;147;0
672;1573537894.791537;113.128.104.3;44820;49;0x00004965;1;2301149868.0;1228310742;0x00000002;147;0
30;1573538908.989062;36.32.3.106;43262;47;0x0000be84;1;2301401384.0;3287820204;0x00000002;7;0
35;1573538909.589875;36.32.3.106;43552;47;0x00007103;1;2301401535.0;3941591228;0x00000002;8;0
40;1573538911.141541;36.32.3.106;44324;47;0x00005fdc;1;2301401923.0;196658335;0x00000002;9;0
137;1573539528.742062;150.255.2.102;58182;47;0x00001cf5;1;2301555741.0;2545674472;0x00000002;29;0
150;1573539606.931654;113.206.196.16;43265;48;0x000072e4;1;2301594807.0;1301478995;0x00000002;31;0
152;1573539607.9334362;113.206.196.16;43265;48;0x000072e5;1;2301595057.0;1301478995;0x00000002;31;0
366;1573540870.875087;123.163.114.162;37380;49;0x00000f13;1;2301894015.0;3878294124;0x00000002;86;0
371;1573540871.348207;123.163.114.162;37966;49;0x000026cd;1;2301894139.0;1999846198;0x00000002;87;0
130;1573543576.26359;180.95.238.128;42713;47;0x00001953;1;2302569638.0;1706587637;0x00000002;29;0
132;1573543577.190137;180.95.238.128;43137;47;0x0000985f;1;2302569869.0;2216424914;0x00000002;30;0
134;1573543577.263063;180.95.238.128;42713;47;0x00001954;1;2302569888.0;1706587637;0x00000002;29;0
143;1573543578.299886;180.95.238.128;43740;47;0x0000edb7;1;2302570146.0;289506069;0x00000002;31;0
282;1573544424.952305;111.224.235.101;60140;47;0x000017c6;1;2302799343.0;3362650665;0x00000002;62;0
287;1573544425.691721;111.224.235.101;60356;47;0x0000d068;1;2302799526.0;1031683790;0x00000002;63;0
343;1573544793.3161242;221.213.75.90;45214;47;0x0000f24c;1;2302872574.0;2383935922;0x00000002;75;0
345;1573544793.444621;221.213.75.90;45322;47;0x0000861a;1;2302872607.0;1695910405;0x00000002;76;0
353;1573544794.051104;223.166.74.207;37670;48;0x0000d1fb;1;2302874083.0;3323969560;0x00000002;77;0
398;1573544977.4067802;220.200.164.196;55964;46;0x0000a2d7;1;2302917920.0;329392119;0x00000002;83;0
72;1573546573.572321;119.39.46.134;46690;48;0x00007fd8;1;2303320366.0;290954998;0x00000002;16;0
74;1573546574.4747238;119.39.46.134;46954;48;0x0000cfb1;1;2303320591.0;3692703166;0x00000002;17;0
76;1573546574.58424;119.39.46.134;46690;48;0x00007fd9;1;2303320616.0;290954998;0x00000002;16;0
78;1573546575.47557;119.39.46.134;46954;48;0x0000cfb2;1;2303320841.0;3692703166;0x00000002;17;0
82;1573546576.5839021;119.39.46.134;46690;48;0x00007fda;1;2303321117.0;290954998;0x00000002;16;0
84;1573546577.4909449;119.39.46.134;46954;48;0x0000cfb3;1;2303321342.0;3692703166;0x00000002;17;0
90;1573546580.5990932;119.39.46.134;46690;48;0x00007fdb;1;2303322120.0;290954998;0x00000002;16;0
96;1573546581.948041;175.152.31.117;54932;48;0x00005a53;1;2303321764.0;3033316599;0x00000002;19;0
99;1573546582.950333;175.152.31.117;54932;48;0x00005a54;1;2303322014.0;3033316599;0x00000002;19;0
104;1573546584.9846702;175.152.31.117;54932;48;0x00005a55;1;2303322515.0;3033316599;0x00000002;19;0
108;1573546589.051814;175.152.31.117;54932;48;0x00005a56;1;2303323516.0;3033316599;0x00000002;19;0
518;1573549497.461406;110.80.155.133;46472;47;0x0000e6b3;1;2304049878.0;3786990693;0x00000002;120;0
520;1573549498.286214;110.80.155.133;46706;47;0x00007ccc;1;2304050088.0;1365737316;0x00000002;121;0
522;1573549498.441775;110.80.155.133;46472;47;0x0000e6b4;1;2304050128.0;3786990693;0x00000002;120;0
525;1573549499.347984;110.80.155.133;46706;47;0x00007ccd;1;2304050338.0;1365737316;0x00000002;121;0
528;1573549500.446844;110.80.155.133;46472;47;0x0000e6b5;1;2304050629.0;3786990693;0x00000002;120;0
530;1573549501.289408;110.80.155.133;46706;47;0x00007cce;1;2304050840.0;1365737316;0x00000002;121;0
538;1573549505.3035982;110.80.155.133;46706;47;0x00007ccf;1;2304051842.0;1365737316;0x00000002;121;0
172;1573554594.858856;60.208.165.19;51222;48;0x0000ed64;1;2305323982.0;880909994;0x00000002;44;0
249;1573566205.844599;171.12.10.219;46106;47;0x0000ce9b;1;2308243481.0;633982594;0x00000002;68;0
256;1573566216.2044258;171.12.10.219;57356;47;0x0000aedf;1;2308246070.0;430482665;0x00000002;69;0
266;1573566233.366395;58.248.203.221;51556;48;0x0000eb7f;1;2308232299.0;1655652116;0x00000002;70;0
277;1573566248.744227;106.45.1.204;36420;48;0x0000ebf5;1;2308238614.0;2392196835;0x00000002;73;0
42;1573568011.2575822;101.68.4.226;37372;48;0x00002a3b;1;2308676660.0;1905047055;0x00000002;11;0
44;1573568012.254805;101.68.4.226;37372;48;0x00002a3c;1;2308676910.0;1905047055;0x00000002;11;0
49;1573568013.749351;101.68.4.226;38370;48;0x0000895e;1;2308677283.0;1013716989;0x00000002;12;0
51;1573568014.750365;101.68.4.226;38370;48;0x0000895f;1;2308677533.0;1013716989;0x00000002;12;0
57;1573568016.746409;101.68.4.226;38370;48;0x00008960;1;2308678034.0;1013716989;0x00000002;12;0
60;1573568020.76154;101.68.4.226;38370;48;0x00008961;1;2308679036.0;1013716989;0x00000002;12;0
178;1573568575.46843;220.200.163.14;54896;46;0x000018dd;1;2308817457.0;1503714028;0x00000002;40;0
183;1573568575.957241;220.200.163.14;55326;46;0x00008938;1;2308817582.0;1343376278;0x00000002;41;0
186;1573568576.958866;220.200.163.14;55326;46;0x00008939;1;2308817832.0;1343376278;0x00000002;41;0
343;1573569385.330721;112.66.98.105;51876;48;0x00005d35;1;2309038209.0;1459518900;0x00000002;77;0
349;1573569387.254152;220.250.63.27;35970;48;0x00004d2c;1;2309021855.0;818458035;0x00000002;78;0
351;1573569388.247117;220.250.63.27;35970;48;0x00004d2d;1;2309022105.0;818458035;0x00000002;78;0
354;1573569390.246311;220.250.63.27;35970;48;0x00004d2e;1;2309022606.0;818458035;0x00000002;78;0
359;1573569394.252718;220.250.63.27;35970;48;0x00004d2f;1;2309023608.0;818458035;0x00000002;78;0
613;1573570804.786365;175.152.109.101;60504;48;0x0000167d;1;2309377885.0;2027247904;0x00000002;144;0
620;1573570806.651305;175.152.109.101;33376;48;0x0000431e;1;2309378352.0;3824620078;0x00000002;145;0
270;1573573115.960823;27.211.58.143;60514;48;0x000053ce;1;2309952837.0;1044792971;0x00000002;72;0
272;1573573116.9578612;27.211.58.143;60514;48;0x000053cf;1;2309953087.0;1044792971;0x00000002;72;0
277;1573573118.9691148;27.211.58.143;60514;48;0x000053d0;1;2309953588.0;1044792971;0x00000002;72;0
290;1573573130.744785;27.211.58.143;38190;48;0x0000f423;1;2309956533.0;715118486;0x00000002;76;0
293;1573573131.747664;27.211.58.143;38190;48;0x0000f424;1;2309956783.0;715118486;0x00000002;76;0
876;1573574862.459137;110.80.155.175;56056;47;0x0000d24b;1;2310392220.0;180555915;0x00000002;138;0
217;1573576518.9285812;182.245.138.10;36562;49;0x0000a751;1;2310804800.0;563393041;0x00000002;60;0
219;1573576519.915853;182.245.138.10;36562;49;0x0000a752;1;2310805050.0;563393041;0x00000002;60;0
190;1574104877.672319;116.252.0.151;47610;47;0x0000bf6f;1;2442892316.0;978922355;0x00000002;56;0
192;1574104878.6774461;116.252.0.151;47610;47;0x0000bf70;1;2442892566.0;978922355;0x00000002;56;0
230;1574105128.8329191;175.184.165.136;60680;48;0x0000e538;1;2442952023.0;1796839535;0x00000002;65;0
236;1574105145.3692508;175.184.165.136;37160;48;0x00007235;1;2442956158.0;938606256;0x00000002;66;0
314;1574105546.807787;111.224.248.199;44306;47;0x00003774;1;2443056517.0;3724288753;0x00000002;90;0
323;1574105557.549654;111.224.248.199;49852;47;0x00004112;1;2443059202.0;742220048;0x00000002;92;0
369;1574105781.655387;175.152.109.63;41576;48;0x00007405;1;2443115221.0;2566164176;0x00000002;101;0
376;1574105792.598939;175.152.109.63;44930;48;0x0000d503;1;2443117959.0;1691603076;0x00000002;103;0
380;1574105793.5981069;175.152.109.63;44930;48;0x0000d504;1;2443118209.0;1691603076;0x00000002;103;0
550;1574106776.4784691;1.202.113.59;6338;48;0x00002cd4;1;2443367361.0;1542323989;0x00000002;152;0
557;1574106791.730064;123.191.133.155;51773;48;0x0000f9ec;1;2443364225.0;1259945581;0x00000002;153;0
29;1574111205.689255;116.252.0.107;53392;47;0x00007085;1;2444470804.0;972348049;0x00000002;9;0
31;1574111206.6818202;116.252.0.107;53392;47;0x00007086;1;2444471054.0;972348049;0x00000002;9;0
37;1574111222.284384;222.94.195.247;41130;49;0x0000f4d0;1;2444493510.0;965670422;0x00000002;10;0
41;1574111223.2870522;222.94.195.247;41130;49;0x0000f4d1;1;2444493760.0;965670422;0x00000002;10;0
47;1574111225.270232;222.94.195.247;41130;49;0x0000f4d2;1;2444494261.0;965670422;0x00000002;10;0
54;1574111229.29062;222.94.195.247;41130;49;0x0000f4d3;1;2444495264.0;965670422;0x00000002;10;0
121;1574111522.3898258;112.66.100.82;55268;48;0x0000003f;1;2444549902.0;2941181482;0x00000002;27;0
129;1574111534.189219;112.66.100.82;59400;48;0x000018c1;1;2444552794.0;3998544539;0x00000002;29;0
285;1574152572.9503388;171.12.10.133;42472;49;0x0000fd7f;1;1315452688.0;1220069999;0x00000002;66;0
287;1574152573.948783;171.12.10.133;42472;49;0x0000fd80;1;1315452938.0;1220069999;0x00000002;66;0
144;1574198951.9670758;116.52.207.216;54386;49;0x0000f962;1;2466405972.0;3296110390;0x00000002;39;0
146;1574198952.9601529;116.52.207.216;54386;49;0x0000f963;1;2466406222.0;3296110390;0x00000002;39;0
152;1574198954.832024;111.224.234.90;37630;47;0x0000f9f2;1;2466403106.0;805546704;0x00000002;40;0
162;1574198969.4085271;116.52.207.216;32838;47;0x0000a65a;1;2466410331.0;3776301313;0x00000002;41;0
164;1574198970.3985798;116.52.207.216;32838;47;0x0000a65b;1;2466410581.0;3776301313;0x00000002;41;0
182;1574199104.283909;106.45.1.78;34298;46;0x00001387;1;2466444051.0;900849812;0x00000002;43;0
189;1574199114.618667;106.45.1.78;39808;46;0x0000ef6e;1;2466446630.0;3394900552;0x00000002;44;0
195;1574199115.329906;111.224.234.90;45948;47;0x0000d51e;1;2466443229.0;1668889283;0x00000002;45;0
197;1574199116.3338552;111.224.234.90;45948;47;0x0000d51f;1;2466443479.0;1668889283;0x00000002;45;0
207;1574199132.020329;111.224.234.90;51868;49;0x0000565d;1;2466447395.0;1032541822;0x00000002;46;0
209;1574199133.015801;111.224.234.90;51868;49;0x0000565e;1;2466447645.0;1032541822;0x00000002;46;0
297;1574199891.814727;171.34.176.109;39374;47;0x00006b81;1;2466643966.0;3078984831;0x00000002;66;0
302;1574199893.91376;171.34.176.109;40548;47;0x00000f35;1;2466644491.0;2172587557;0x00000002;67;0
314;1574199902.711081;171.34.176.109;46936;47;0x00000846;1;2466646656.0;762249926;0x00000002;68;0
316;1574199903.5878658;171.34.176.109;46936;47;0x00000847;1;2466646906.0;762249926;0x00000002;68;0
357;1574199972.66228;60.208.209.161;51784;48;0x00009ad1;1;2466657524.0;1712565797;0x00000002;74;0
359;1574199973.647303;60.208.209.161;51784;48;0x00009ad2;1;2466657774.0;1712565797;0x00000002;74;0
362;1574199975.6577458;60.208.209.161;51784;48;0x00009ad3;1;2466658275.0;1712565797;0x00000002;74;0
457;1574200557.022087;60.216.139.198;56452;48;0x00007db8;1;2466810253.0;1937503285;0x00000002;95;0
462;1574200567.461421;60.216.139.198;33336;48;0x0000bc51;1;2466812875.0;3724750746;0x00000002;96;0
609;1574201470.502985;58.249.100.88;54930;48;0x00001381;1;2467035633.0;2747001456;0x00000002;123;0
3;1574201485.962231;58.249.100.88;35048;48;0x0000c510;1;2467039465.0;2615397881;0x00000002;1;0
18;1574201521.548882;58.249.100.88;50568;48;0x00006db0;1;2467048390.0;1568622435;0x00000002;4;0
24;1574201531.858697;58.249.100.88;55108;48;0x0000eb22;1;2467050972.0;415489790;0x00000002;5;0
228;1574202852.193322;112.117.103.216;36834;49;0x0000d922;1;2467377254.0;3811371332;0x00000002;53;0
230;1574202853.1930552;112.117.103.216;36834;49;0x0000d923;1;2467377505.0;3811371332;0x00000002;53;0
242;1574202863.273257;112.117.103.216;40544;47;0x00001e55;1;2467380021.0;1988896096;0x00000002;55;0
244;1574202864.274646;112.117.103.216;40544;47;0x00001e56;1;2467380272.0;1988896096;0x00000002;55;0
1026;1569798050.538059;182.138.215.42;48424;50;0x00007424;1;1366207707.0;3752188159;0x00000002;53;0
1036;1569798065.797227;182.138.215.42;57186;50;0x00004263;1;1366211524.0;3912497575;0x00000002;55;0
1073;1569798115.915406;175.184.166.102;47884;50;0x0000601d;1;1366223944.0;2038138229;0x00000002;60;0
1084;1569798133.1982;175.184.166.102;53814;50;0x00003885;1;1366228376.0;2724843068;0x00000002;61;0
1095;1569798137.6824121;110.177.77.38;52116;50;0x0000a378;1;1366221133.0;2045133365;0x00000002;64;0
1152;1569798207.691897;220.200.163.17;47392;48;0x00000c9c;1;1366260985.0;2755817573;0x00000002;70;0
1158;1569798222.9013479;123.232.225.250;55292;50;0x0000af0d;1;1366264793.0;3069846740;0x00000002;71;0
1364;1569798525.142458;150.255.4.179;53472;49;0x00006452;1;1366323297.0;3952940083;0x00000002;105;0
1377;1569798536.033819;150.255.4.179;57164;49;0x000025d3;1;1366325983.0;753950476;0x00000002;107;0
1386;1569798536.8817158;150.255.4.179;57164;49;0x000025d4;1;1366326233.0;753950476;0x00000002;107;0
1404;1569798538.8845742;150.255.4.179;57164;49;0x000025d5;1;1366326734.0;753950476;0x00000002;107;0
1771;1569799203.1663709;171.34.177.169;56338;49;0x00006a4d;1;1366492803.0;660565198;0x00000002;154;0
1789;1569799213.584774;171.34.177.169;33112;49;0x0000b4e3;1;1366495405.0;2164892750;0x00000002;156;0
2132;1569799732.100672;171.34.178.29;35302;49;0x000059a9;1;1366625039.0;2969850534;0x00000002;198;0
2139;1569799747.528899;171.34.178.29;41812;49;0x00009db7;1;1366628850.0;1572373573;0x00000002;199;0
1542;1569809318.618098;219.143.174.245;13955;49;0x00000f2c;1;2915880800.0;1933951052;0x00000002;87;0
1544;1569809318.6186829;117.14.151.136;57144;47;0x0000e4ba;1;2915880801.0;4037225435;0x00000002;88;0
1546;1569809318.6278682;222.137.47.249;2514;47;0x0000905a;1;2915880801.0;4188954427;0x00000002;89;0
1548;1569809318.62824;1.31.115.128;26539;47;0x00008632;1;2915880801.0;1515735379;0x00000002;90;0
1550;1569809318.6314461;113.140.249.223;28900;48;0x00009735;1;2915880801.0;1961646164;0x00000002;91;0
1552;1569809318.632894;36.5.182.28;22339;47;0x0000e91b;1;2915880800.0;3566413435;0x00000002;92;0
1554;1569809318.63425;220.200.164.240;40442;45;0x00005a5a;1;2915880800.0;2511377722;0x00000002;93;0
1556;1569809318.637858;124.89.90.55;53121;47;0x0000eaf4;1;2915880801.0;2206541205;0x00000002;94;0
1558;1569809318.638423;220.200.162.22;38579;45;0x00003502;1;2915880801.0;3110861411;0x00000002;95;0
1560;1569809318.638745;124.235.138.74;36196;47;0x00001d5b;1;2915880801.0;2379993658;0x00000002;96;0
1562;1569809318.646153;36.101.193.113;24478;49;0x000095d7;1;2915880800.0;2361547447;0x00000002;97;0
1564;1569809318.650597;110.53.167.174;32034;47;0x0000f586;1;2915880800.0;2783984358;0x00000002;98;0
1566;1569809318.6555219;182.138.162.136;53550;47;0x0000ad52;1;2915880801.0;3170263603;0x00000002;99;0
1568;1569809318.6560612;150.255.2.166;36899;46;0x0000a15f;1;2915880800.0;914910783;0x00000002;100;0
1570;1569809318.657918;221.13.12.173;38256;46;0x00009bd4;1;2915880801.0;4171388085;0x00000002;101;0
1572;1569809318.659302;150.255.81.221;23136;46;0x0000e4ee;1;2915880800.0;2412653454;0x00000002;102;0
1574;1569809318.6673172;113.206.176.87;23147;47;0x0000da43;1;2915880801.0;2980779298;0x00000002;103;0
1576;1569809318.667904;110.167.89.200;26283;49;0x0000b384;1;2915880801.0;2903801061;0x00000002;104;0
1578;1569809318.6685479;182.138.163.213;35357;47;0x0000f827;1;2915880801.0;1373321030;0x00000002;105;0
1580;1569809318.681798;124.88.113.71;18798;46;0x00004e15;1;2915880801.0;2528215412;0x00000002;106;0
1582;1569809318.717887;221.213.75.181;48309;46;0x00006c39;1;2915880801.0;2466095960;0x00000002;107;0
1638;1569809319.6209083;117.14.151.136;57144;47;0x0000e4bb;1;2915881804.0;4037225435;0x00000002;88;0
1640;1569809319.647204;36.101.193.113;24478;49;0x000095d8;1;2915881802.0;2361547447;0x00000002;97;0
1642;1569809319.647561;124.235.138.74;36196;47;0x00001d5c;1;2915881804.0;2379993658;0x00000002;96;0
1644;1569809319.653025;182.138.163.213;35357;47;0x0000f828;1;2915881804.0;1373321030;0x00000002;105;0
2301;1569830424.567842;58.248.203.44;59946;50;0x00000dd1;1;1374301162.0;1249650235;0x00000002;69;0
2306;1569830425.124755;182.88.235.127;33630;50;0x0000da73;1;1001199226.0;1738722313;0x00000002;70;0
2311;1569830439.779472;123.160.175.106;44448;51;0x000073a4;1;1374296664.0;3284429308;0x00000002;71;0
2325;1569830454.9795752;123.160.175.106;52124;51;0x0000ebe9;1;1374300465.0;2315043544;0x00000002;72;0
2349;1569830464.483219;118.81.1.119;48212;50;0x0000f9ad;1;1374308129.0;3950165644;0x00000002;75;0
2354;1569830465.188786;123.160.175.106;57510;51;0x00001b15;1;1374303018.0;390867007;0x00000002;76;0
2369;1569830479.6989331;118.81.1.119;56118;50;0x0000cc94;1;1374311934.0;134257002;0x00000002;77;0
2372;1569830480.6870852;118.81.1.119;56118;50;0x0000cc95;1;1374312184.0;134257002;0x00000002;77;0
2437;1569830593.246456;36.32.3.121;37556;49;0x00005ac6;1;1374357267.0;2539150805;0x00000002;88;0
2448;1569830603.4810042;36.32.3.121;43082;49;0x0000e483;1;1374359826.0;3940808081;0x00000002;91;0
2534;1569830769.729354;113.206.198.70;39382;50;0x0000b600;1;1374387449.0;993381113;0x00000002;106;0
2536;1569830770.725834;113.206.198.70;39382;50;0x0000b601;1;1374387699.0;993381113;0x00000002;106;0
2541;1569830771.3439481;218.58.36.137;41551;50;0x00001a80;1;1374379554.0;109921442;0x00000002;107;0
2776;1569831185.6007078;60.208.209.173;58926;50;0x0000124e;1;1374491427.0;2064908653;0x00000002;144;0
2778;1569831186.59701;60.208.209.173;58926;50;0x0000124f;1;1374491677.0;2064908653;0x00000002;144;0
2788;1569831202.657705;223.166.75.18;45258;50;0x0000d7a1;1;1374487380.0;4060009717;0x00000002;145;0
2794;1569831217.844555;223.166.75.18;53506;50;0x0000ffeb;1;1374491177.0;3507154370;0x00000002;146;0
2806;1569831228.0300632;223.166.75.18;59106;50;0x000048ec;1;1374493723.0;1385387255;0x00000002;148;0
3027;1569831636.1543388;171.34.179.149;51180;49;0x00000bd9;1;1374597683.0;734181866;0x00000002;180;0
3037;1569831651.410792;171.34.179.149;58422;49;0x00006076;1;1374601497.0;2266669423;0x00000002;181;0
3040;1569831652.4140131;171.34.179.149;58422;49;0x00006077;1;1374601748.0;2266669423;0x00000002;181;0
3162;1569831905.585887;150.255.11.58;42274;49;0x0000c55b;1;1374665038.0;1038122005;0x00000002;198;0
3167;1569831915.833176;113.24.87.138;47086;51;0x0000b351;1;1374667600.0;4237193217;0x00000002;199;0
2824;1569837650.092409;111.224.7.128;46636;50;0x00000887;1;1376101151.0;3098258328;0x00000002;74;0
2829;1569837650.651031;112.66.103.203;54996;52;0x0000e10f;1;1376121608.0;2758021639;0x00000002;75;0
