host,asn,asname,cc,registry
222.82.51.63,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.244.59,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.221,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
175.184.166.54,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.225.47.122,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.224,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.197.252.10,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.37.208.214,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.141,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
113.58.239.236,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
61.159.249.22,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.157.193.56,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
219.140.117.150,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.130.252,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.117.8.143,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.232.226.197,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.77.220,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.101.181,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.160.172.170,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.137.160,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.2.100,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
58.248.203.184,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
122.96.131.113,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
218.72.50.137,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.24.167,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.80.139.126,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.128.104.18,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.167.95.86,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.42.1.121,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.230.40.210,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
1.202.112.53,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
59.173.152.191,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.115.193.252,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.140.249.53,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.193.168.33,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.177.171,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.224.38,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.74.67,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
182.138.162.160,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.7.113,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.206.176.114,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.163.114.74,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
150.255.7.220,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.178.8,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.82.63.18,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.102,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.88.77.129,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.230.76,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.20.192,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.140,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.128.236,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.115,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.157.193.120,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.231.251,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.66.97.98,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.112.86.51,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.228.203,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.153.189,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.88.233.7,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.157.192.176,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.0.102,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.24.85.221,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
106.45.0.228,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.74.70,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
110.177.84.34,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.137.84,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.2.20,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
122.96.29.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
1.31.115.128,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.235.60,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.11.20.174,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.161.54,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.219.114,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
115.200.235.154,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.226.202,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.43,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
58.249.103.76,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
113.200.72.203,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.66.102.132,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.0.240,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
117.14.148.32,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.171,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.96.104.36,AS58563,"CHINATELECOM-HUBEI-IDC CHINANET Hubei province network, CN",CN,apnic
123.138.77.62,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.128.105.210,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.156.7,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.9.151,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.162.5,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.163.140,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
114.221.125.214,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.74.7,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
113.120.13.116,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.90.55.190,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.163.114.175,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.163.33.138,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.164.89,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.184.167.73,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.178.162,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.24.87.62,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.13.12.242,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
117.11.89.48,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.82.58.211,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.232.21.239,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.7,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.177.241,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.128.105.66,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.36.130.47,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.37.205.21,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.238.92,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.145.35.251,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.86.131,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.75.125,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
110.177.76.125,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.160.131,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.154.242,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.39.46.79,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.118.15.75,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.230.252,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.234.238.231,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.221.134,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.34.176.187,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.154.100,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.88.112.14,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.248.88.142,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
219.140.119.103,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.75.13,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
123.158.60.61,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.126.39,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.55,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.103.4,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.160.172.218,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
219.143.174.169,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
171.34.177.107,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.178.87,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.238.234,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.193.169.208,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.249.34.227,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.13.6.85,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.137.46.188,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.120.13.161,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.216.138.118,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.244,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.184.167.218,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.120.15.41,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
122.96.73.50,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.225.46,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.88.232.32,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.177.25,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.179.193,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.234.38,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.117.16.137,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
183.157.86.114,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.231.191,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.36.128.123,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.235.138.157,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.213.75.84,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.179.158,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.191.139.71,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.97,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
115.204.92.48,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
118.81.236.68,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.200.3.40,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.234.226.9,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.80.155.89,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.137.82,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.160.234.179,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.42.1.188,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.39,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.136.154,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.248.149,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.81.213,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.235.14,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.162.141,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
122.96.129.33,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.160.109,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.79.49.229,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
1.27.51.17,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.152.111.95,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.249.98.3,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
58.248.203.192,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
175.184.164.217,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.160.173.244,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.206.196.16,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.80.139.157,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.248.202.56,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
119.118.13.83,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.152.108.186,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.153.245,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.216.138.183,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.2.225,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.162.39,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.75.184,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
27.224.137.122,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.87.227,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.28.173,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.213.75.77,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.155.162,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.86.98,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
101.249.50.43,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.105.192,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.239.83,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.78,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
171.36.142.196,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.88.112.156,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.248.200.247,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
110.80.155.59,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.224.114,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
1.202.114.252,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
124.89.118.11,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
218.62.245.157,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
58.248.201.56,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
182.88.233.181,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.234.75,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.204.149.44,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.98,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.125.157,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.242.105.25,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.175.58.181,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
122.96.28.249,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
122.96.73.76,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
60.186.111.220,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.90.52.247,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.144.21.62,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.66.96.19,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
211.97.18.112,AS17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,apnic
220.200.161.166,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.225,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
114.221.126.252,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
49.65.150.13,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
183.185.110.161,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.0.22.155,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.205.137.72,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.248.135,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
222.82.56.201,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.175.58.166,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.88.112.36,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.12.3,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.118.17.39,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.224.127,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
180.95.231.8,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.163.122,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
114.221.127.106,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.13.12.149,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.158.246,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.116.42.35,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.162.147.0,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
101.249.50.150,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.204,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.120.150.41,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
61.181.2.254,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.231.130,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.124.246,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.13.12.43,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.88.77.41,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.2.114,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.79.79,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.234.137,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
125.118.4.254,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
101.24.120.72,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.134.81,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.193.169.131,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.0.130,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
125.36.253.58,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.187,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.82.54.39,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.234.239.218,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
218.62.245.125,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.81.99,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.0.158,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.1.227,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.248.170,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.163.88,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.233.53.84,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.158.113,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.179,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
